,Keys,Values,Z,S,K
186,"('02c1dbea-8876-4dbd-9604-815b718bd894', 'W2', 2)",0.0,02c1dbea-8876-4dbd-9604-815b718bd894,W2,2
187,"('02c1dbea-8876-4dbd-9604-815b718bd894', 'W2', 3)",0.0,02c1dbea-8876-4dbd-9604-815b718bd894,W2,3
188,"('02d47293-47de-47e0-8ed9-6aade1100e90', 'W1', 0)",1.0,02d47293-47de-47e0-8ed9-6aade1100e90,W1,0
189,"('02d47293-47de-47e0-8ed9-6aade1100e90', 'W1', 1)",0.0,02d47293-47de-47e0-8ed9-6aade1100e90,W1,1
190,"('02d47293-47de-47e0-8ed9-6aade1100e90', 'W1', 2)",0.0,02d47293-47de-47e0-8ed9-6aade1100e90,W1,2
191,"('02d47293-47de-47e0-8ed9-6aade1100e90', 'W1', 3)",0.0,02d47293-47de-47e0-8ed9-6aade1100e90,W1,3
192,"('02de8b78-5df7-4216-abcb-a315ceee272d', 'W1', 0)",0.0,02de8b78-5df7-4216-abcb-a315ceee272d,W1,0
193,"('02de8b78-5df7-4216-abcb-a315ceee272d', 'W1', 1)",1.0,02de8b78-5df7-4216-abcb-a315ceee272d,W1,1
194,"('02de8b78-5df7-4216-abcb-a315ceee272d', 'W1', 2)",0.0,02de8b78-5df7-4216-abcb-a315ceee272d,W1,2
195,"('02de8b78-5df7-4216-abcb-a315ceee272d', 'W1', 3)",0.0,02de8b78-5df7-4216-abcb-a315ceee272d,W1,3
196,"('02edd2af-8547-41d5-a268-e8acaf9be6cd', 'W1', 0)",0.0,02edd2af-8547-41d5-a268-e8acaf9be6cd,W1,0
197,"('02edd2af-8547-41d5-a268-e8acaf9be6cd', 'W1', 1)",0.0,02edd2af-8547-41d5-a268-e8acaf9be6cd,W1,1
198,"('02edd2af-8547-41d5-a268-e8acaf9be6cd', 'W1', 2)",0.0,02edd2af-8547-41d5-a268-e8acaf9be6cd,W1,2
199,"('02edd2af-8547-41d5-a268-e8acaf9be6cd', 'W1', 3)",1.0,02edd2af-8547-41d5-a268-e8acaf9be6cd,W1,3
200,"('031d5bd4-bd2d-4b6a-bb66-1b96f885ba6d', 'RC', 0)",1.0,031d5bd4-bd2d-4b6a-bb66-1b96f885ba6d,RC,0
201,"('031d5bd4-bd2d-4b6a-bb66-1b96f885ba6d', 'RC', 1)",0.0,031d5bd4-bd2d-4b6a-bb66-1b96f885ba6d,RC,1
202,"('031d5bd4-bd2d-4b6a-bb66-1b96f885ba6d', 'RC', 2)",0.0,031d5bd4-bd2d-4b6a-bb66-1b96f885ba6d,RC,2
203,"('031d5bd4-bd2d-4b6a-bb66-1b96f885ba6d', 'RC', 3)",0.0,031d5bd4-bd2d-4b6a-bb66-1b96f885ba6d,RC,3
204,"('032335d2-be26-4db9-9fd2-e17e0e091a2b', 'W1', 0)",1.0,032335d2-be26-4db9-9fd2-e17e0e091a2b,W1,0
205,"('032335d2-be26-4db9-9fd2-e17e0e091a2b', 'W1', 1)",0.0,032335d2-be26-4db9-9fd2-e17e0e091a2b,W1,1
206,"('032335d2-be26-4db9-9fd2-e17e0e091a2b', 'W1', 2)",0.0,032335d2-be26-4db9-9fd2-e17e0e091a2b,W1,2
207,"('032335d2-be26-4db9-9fd2-e17e0e091a2b', 'W1', 3)",0.0,032335d2-be26-4db9-9fd2-e17e0e091a2b,W1,3
208,"('033563da-5b94-4cab-9188-1b2b5f0eea2b', 'W1', 0)",0.0,033563da-5b94-4cab-9188-1b2b5f0eea2b,W1,0
209,"('033563da-5b94-4cab-9188-1b2b5f0eea2b', 'W1', 1)",1.0,033563da-5b94-4cab-9188-1b2b5f0eea2b,W1,1
210,"('033563da-5b94-4cab-9188-1b2b5f0eea2b', 'W1', 2)",0.0,033563da-5b94-4cab-9188-1b2b5f0eea2b,W1,2
211,"('033563da-5b94-4cab-9188-1b2b5f0eea2b', 'W1', 3)",0.0,033563da-5b94-4cab-9188-1b2b5f0eea2b,W1,3
212,"('03409802-3a2c-4451-821e-9c2b0b05e509', 'W1', 0)",1.0,03409802-3a2c-4451-821e-9c2b0b05e509,W1,0
213,"('03409802-3a2c-4451-821e-9c2b0b05e509', 'W1', 1)",0.0,03409802-3a2c-4451-821e-9c2b0b05e509,W1,1
214,"('03409802-3a2c-4451-821e-9c2b0b05e509', 'W1', 2)",0.0,03409802-3a2c-4451-821e-9c2b0b05e509,W1,2
215,"('03409802-3a2c-4451-821e-9c2b0b05e509', 'W1', 3)",0.0,03409802-3a2c-4451-821e-9c2b0b05e509,W1,3
216,"('03654fae-e591-439a-b928-3557fef2588c', 'W2', 0)",1.0,03654fae-e591-439a-b928-3557fef2588c,W2,0
217,"('03654fae-e591-439a-b928-3557fef2588c', 'W2', 1)",0.0,03654fae-e591-439a-b928-3557fef2588c,W2,1
218,"('03654fae-e591-439a-b928-3557fef2588c', 'W2', 2)",0.0,03654fae-e591-439a-b928-3557fef2588c,W2,2
219,"('03654fae-e591-439a-b928-3557fef2588c', 'W2', 3)",0.0,03654fae-e591-439a-b928-3557fef2588c,W2,3
220,"('0369d18a-6dee-44ec-8b7b-b1d5c8f3f968', 'W2', 0)",1.0,0369d18a-6dee-44ec-8b7b-b1d5c8f3f968,W2,0
221,"('0369d18a-6dee-44ec-8b7b-b1d5c8f3f968', 'W2', 1)",0.0,0369d18a-6dee-44ec-8b7b-b1d5c8f3f968,W2,1
222,"('0369d18a-6dee-44ec-8b7b-b1d5c8f3f968', 'W2', 2)",0.0,0369d18a-6dee-44ec-8b7b-b1d5c8f3f968,W2,2
223,"('0369d18a-6dee-44ec-8b7b-b1d5c8f3f968', 'W2', 3)",0.0,0369d18a-6dee-44ec-8b7b-b1d5c8f3f968,W2,3
224,"('036c1bfe-885d-4703-871f-dcfd2cbdc06f', 'W1', 0)",0.0,036c1bfe-885d-4703-871f-dcfd2cbdc06f,W1,0
225,"('036c1bfe-885d-4703-871f-dcfd2cbdc06f', 'W1', 1)",1.0,036c1bfe-885d-4703-871f-dcfd2cbdc06f,W1,1
226,"('036c1bfe-885d-4703-871f-dcfd2cbdc06f', 'W1', 2)",0.0,036c1bfe-885d-4703-871f-dcfd2cbdc06f,W1,2
227,"('036c1bfe-885d-4703-871f-dcfd2cbdc06f', 'W1', 3)",0.0,036c1bfe-885d-4703-871f-dcfd2cbdc06f,W1,3
228,"('0376b75b-45a8-4954-b4c1-2d3b82a1b0da', 'W1', 0)",0.0,0376b75b-45a8-4954-b4c1-2d3b82a1b0da,W1,0
229,"('0376b75b-45a8-4954-b4c1-2d3b82a1b0da', 'W1', 1)",1.0,0376b75b-45a8-4954-b4c1-2d3b82a1b0da,W1,1
230,"('0376b75b-45a8-4954-b4c1-2d3b82a1b0da', 'W1', 2)",0.0,0376b75b-45a8-4954-b4c1-2d3b82a1b0da,W1,2
231,"('0376b75b-45a8-4954-b4c1-2d3b82a1b0da', 'W1', 3)",0.0,0376b75b-45a8-4954-b4c1-2d3b82a1b0da,W1,3
232,"('0383c2d0-49ac-4064-887c-19272e98246d', 'W1', 0)",0.0,0383c2d0-49ac-4064-887c-19272e98246d,W1,0
233,"('0383c2d0-49ac-4064-887c-19272e98246d', 'W1', 1)",0.0,0383c2d0-49ac-4064-887c-19272e98246d,W1,1
234,"('0383c2d0-49ac-4064-887c-19272e98246d', 'W1', 2)",0.0,0383c2d0-49ac-4064-887c-19272e98246d,W1,2
235,"('0383c2d0-49ac-4064-887c-19272e98246d', 'W1', 3)",1.0,0383c2d0-49ac-4064-887c-19272e98246d,W1,3
236,"('039ce4f6-e8c1-4abe-81d8-a4176eb320b5', 'W2', 0)",0.0,039ce4f6-e8c1-4abe-81d8-a4176eb320b5,W2,0
237,"('039ce4f6-e8c1-4abe-81d8-a4176eb320b5', 'W2', 1)",1.0,039ce4f6-e8c1-4abe-81d8-a4176eb320b5,W2,1
238,"('039ce4f6-e8c1-4abe-81d8-a4176eb320b5', 'W2', 2)",0.0,039ce4f6-e8c1-4abe-81d8-a4176eb320b5,W2,2
239,"('039ce4f6-e8c1-4abe-81d8-a4176eb320b5', 'W2', 3)",0.0,039ce4f6-e8c1-4abe-81d8-a4176eb320b5,W2,3
240,"('039de54b-c320-4fcb-8296-57229e3b09d6', 'W1', 0)",0.0,039de54b-c320-4fcb-8296-57229e3b09d6,W1,0
241,"('039de54b-c320-4fcb-8296-57229e3b09d6', 'W1', 1)",1.0,039de54b-c320-4fcb-8296-57229e3b09d6,W1,1
242,"('039de54b-c320-4fcb-8296-57229e3b09d6', 'W1', 2)",0.0,039de54b-c320-4fcb-8296-57229e3b09d6,W1,2
243,"('039de54b-c320-4fcb-8296-57229e3b09d6', 'W1', 3)",0.0,039de54b-c320-4fcb-8296-57229e3b09d6,W1,3
244,"('03a0f211-c6e5-4354-b321-fe31b1f1500c', 'W1', 0)",0.0,03a0f211-c6e5-4354-b321-fe31b1f1500c,W1,0
245,"('03a0f211-c6e5-4354-b321-fe31b1f1500c', 'W1', 1)",1.0,03a0f211-c6e5-4354-b321-fe31b1f1500c,W1,1
246,"('03a0f211-c6e5-4354-b321-fe31b1f1500c', 'W1', 2)",0.0,03a0f211-c6e5-4354-b321-fe31b1f1500c,W1,2
247,"('03a0f211-c6e5-4354-b321-fe31b1f1500c', 'W1', 3)",0.0,03a0f211-c6e5-4354-b321-fe31b1f1500c,W1,3
248,"('03c8f8ae-620d-4d41-9e43-8e241c2561d5', 'RC', 0)",1.0,03c8f8ae-620d-4d41-9e43-8e241c2561d5,RC,0
249,"('03c8f8ae-620d-4d41-9e43-8e241c2561d5', 'RC', 1)",0.0,03c8f8ae-620d-4d41-9e43-8e241c2561d5,RC,1
250,"('03c8f8ae-620d-4d41-9e43-8e241c2561d5', 'RC', 2)",0.0,03c8f8ae-620d-4d41-9e43-8e241c2561d5,RC,2
251,"('03c8f8ae-620d-4d41-9e43-8e241c2561d5', 'RC', 3)",0.0,03c8f8ae-620d-4d41-9e43-8e241c2561d5,RC,3
252,"('03e60ba6-bf8f-4066-b946-c50eabc026e8', 'W1', 0)",0.0,03e60ba6-bf8f-4066-b946-c50eabc026e8,W1,0
253,"('03e60ba6-bf8f-4066-b946-c50eabc026e8', 'W1', 1)",0.0,03e60ba6-bf8f-4066-b946-c50eabc026e8,W1,1
254,"('03e60ba6-bf8f-4066-b946-c50eabc026e8', 'W1', 2)",0.0,03e60ba6-bf8f-4066-b946-c50eabc026e8,W1,2
255,"('03e60ba6-bf8f-4066-b946-c50eabc026e8', 'W1', 3)",1.0,03e60ba6-bf8f-4066-b946-c50eabc026e8,W1,3
256,"('03ec55aa-a792-4a5f-90f0-dbe13f7c91fb', 'W1', 0)",0.0,03ec55aa-a792-4a5f-90f0-dbe13f7c91fb,W1,0
257,"('03ec55aa-a792-4a5f-90f0-dbe13f7c91fb', 'W1', 1)",0.0,03ec55aa-a792-4a5f-90f0-dbe13f7c91fb,W1,1
258,"('03ec55aa-a792-4a5f-90f0-dbe13f7c91fb', 'W1', 2)",0.0,03ec55aa-a792-4a5f-90f0-dbe13f7c91fb,W1,2
259,"('03ec55aa-a792-4a5f-90f0-dbe13f7c91fb', 'W1', 3)",1.0,03ec55aa-a792-4a5f-90f0-dbe13f7c91fb,W1,3
260,"('03ed7377-859e-4a0f-95ab-39fdc1b2c85b', 'W2', 0)",0.0,03ed7377-859e-4a0f-95ab-39fdc1b2c85b,W2,0
261,"('03ed7377-859e-4a0f-95ab-39fdc1b2c85b', 'W2', 1)",0.0,03ed7377-859e-4a0f-95ab-39fdc1b2c85b,W2,1
262,"('03ed7377-859e-4a0f-95ab-39fdc1b2c85b', 'W2', 2)",0.0,03ed7377-859e-4a0f-95ab-39fdc1b2c85b,W2,2
263,"('03ed7377-859e-4a0f-95ab-39fdc1b2c85b', 'W2', 3)",1.0,03ed7377-859e-4a0f-95ab-39fdc1b2c85b,W2,3
264,"('04026371-3621-4de9-a178-67ddbeb5dda1', 'RC', 0)",1.0,04026371-3621-4de9-a178-67ddbeb5dda1,RC,0
265,"('04026371-3621-4de9-a178-67ddbeb5dda1', 'RC', 1)",0.0,04026371-3621-4de9-a178-67ddbeb5dda1,RC,1
266,"('04026371-3621-4de9-a178-67ddbeb5dda1', 'RC', 2)",0.0,04026371-3621-4de9-a178-67ddbeb5dda1,RC,2
267,"('04026371-3621-4de9-a178-67ddbeb5dda1', 'RC', 3)",0.0,04026371-3621-4de9-a178-67ddbeb5dda1,RC,3
268,"('0404906f-9c6c-4092-a29c-de4d6f8de1e3', 'W1', 0)",0.0,0404906f-9c6c-4092-a29c-de4d6f8de1e3,W1,0
269,"('0404906f-9c6c-4092-a29c-de4d6f8de1e3', 'W1', 1)",1.0,0404906f-9c6c-4092-a29c-de4d6f8de1e3,W1,1
270,"('0404906f-9c6c-4092-a29c-de4d6f8de1e3', 'W1', 2)",0.0,0404906f-9c6c-4092-a29c-de4d6f8de1e3,W1,2
271,"('0404906f-9c6c-4092-a29c-de4d6f8de1e3', 'W1', 3)",0.0,0404906f-9c6c-4092-a29c-de4d6f8de1e3,W1,3
272,"('041e0e35-5793-4d69-be7f-5c0b00ac5fe8', 'RC', 0)",1.0,041e0e35-5793-4d69-be7f-5c0b00ac5fe8,RC,0
273,"('041e0e35-5793-4d69-be7f-5c0b00ac5fe8', 'RC', 1)",0.0,041e0e35-5793-4d69-be7f-5c0b00ac5fe8,RC,1
274,"('041e0e35-5793-4d69-be7f-5c0b00ac5fe8', 'RC', 2)",0.0,041e0e35-5793-4d69-be7f-5c0b00ac5fe8,RC,2
275,"('041e0e35-5793-4d69-be7f-5c0b00ac5fe8', 'RC', 3)",0.0,041e0e35-5793-4d69-be7f-5c0b00ac5fe8,RC,3
276,"('043b42c8-87f7-446a-b1bb-3ad7144da471', 'W2', 0)",1.0,043b42c8-87f7-446a-b1bb-3ad7144da471,W2,0
277,"('043b42c8-87f7-446a-b1bb-3ad7144da471', 'W2', 1)",0.0,043b42c8-87f7-446a-b1bb-3ad7144da471,W2,1
278,"('043b42c8-87f7-446a-b1bb-3ad7144da471', 'W2', 2)",0.0,043b42c8-87f7-446a-b1bb-3ad7144da471,W2,2
279,"('043b42c8-87f7-446a-b1bb-3ad7144da471', 'W2', 3)",0.0,043b42c8-87f7-446a-b1bb-3ad7144da471,W2,3
280,"('0440b585-5cde-4370-b7f3-456314811806', 'W2', 0)",0.0,0440b585-5cde-4370-b7f3-456314811806,W2,0
281,"('0440b585-5cde-4370-b7f3-456314811806', 'W2', 1)",0.0,0440b585-5cde-4370-b7f3-456314811806,W2,1
282,"('0440b585-5cde-4370-b7f3-456314811806', 'W2', 2)",1.0,0440b585-5cde-4370-b7f3-456314811806,W2,2
283,"('0440b585-5cde-4370-b7f3-456314811806', 'W2', 3)",0.0,0440b585-5cde-4370-b7f3-456314811806,W2,3
284,"('044874e0-833f-4d9e-b4db-69ed5a672de2', 'W1', 0)",0.0,044874e0-833f-4d9e-b4db-69ed5a672de2,W1,0
285,"('044874e0-833f-4d9e-b4db-69ed5a672de2', 'W1', 1)",0.0,044874e0-833f-4d9e-b4db-69ed5a672de2,W1,1
286,"('044874e0-833f-4d9e-b4db-69ed5a672de2', 'W1', 2)",0.0,044874e0-833f-4d9e-b4db-69ed5a672de2,W1,2
287,"('044874e0-833f-4d9e-b4db-69ed5a672de2', 'W1', 3)",1.0,044874e0-833f-4d9e-b4db-69ed5a672de2,W1,3
288,"('044a0e42-5512-4f86-80dd-1e8604421762', 'RC', 0)",1.0,044a0e42-5512-4f86-80dd-1e8604421762,RC,0
289,"('044a0e42-5512-4f86-80dd-1e8604421762', 'RC', 1)",0.0,044a0e42-5512-4f86-80dd-1e8604421762,RC,1
290,"('044a0e42-5512-4f86-80dd-1e8604421762', 'RC', 2)",0.0,044a0e42-5512-4f86-80dd-1e8604421762,RC,2
291,"('044a0e42-5512-4f86-80dd-1e8604421762', 'RC', 3)",0.0,044a0e42-5512-4f86-80dd-1e8604421762,RC,3
292,"('044ba0e8-79a8-4f82-9b33-8de887a923f0', 'W2', 0)",1.0,044ba0e8-79a8-4f82-9b33-8de887a923f0,W2,0
293,"('044ba0e8-79a8-4f82-9b33-8de887a923f0', 'W2', 1)",0.0,044ba0e8-79a8-4f82-9b33-8de887a923f0,W2,1
294,"('044ba0e8-79a8-4f82-9b33-8de887a923f0', 'W2', 2)",0.0,044ba0e8-79a8-4f82-9b33-8de887a923f0,W2,2
295,"('044ba0e8-79a8-4f82-9b33-8de887a923f0', 'W2', 3)",0.0,044ba0e8-79a8-4f82-9b33-8de887a923f0,W2,3
296,"('0457eb7f-c369-4695-8a64-b31a9e8c7a4e', 'W2', 0)",1.0,0457eb7f-c369-4695-8a64-b31a9e8c7a4e,W2,0
297,"('0457eb7f-c369-4695-8a64-b31a9e8c7a4e', 'W2', 1)",0.0,0457eb7f-c369-4695-8a64-b31a9e8c7a4e,W2,1
298,"('0457eb7f-c369-4695-8a64-b31a9e8c7a4e', 'W2', 2)",0.0,0457eb7f-c369-4695-8a64-b31a9e8c7a4e,W2,2
299,"('0457eb7f-c369-4695-8a64-b31a9e8c7a4e', 'W2', 3)",0.0,0457eb7f-c369-4695-8a64-b31a9e8c7a4e,W2,3
300,"('0462109e-798f-4bb4-bd6b-f1425f92bf6a', 'RC', 0)",1.0,0462109e-798f-4bb4-bd6b-f1425f92bf6a,RC,0
301,"('0462109e-798f-4bb4-bd6b-f1425f92bf6a', 'RC', 1)",0.0,0462109e-798f-4bb4-bd6b-f1425f92bf6a,RC,1
302,"('0462109e-798f-4bb4-bd6b-f1425f92bf6a', 'RC', 2)",0.0,0462109e-798f-4bb4-bd6b-f1425f92bf6a,RC,2
303,"('0462109e-798f-4bb4-bd6b-f1425f92bf6a', 'RC', 3)",0.0,0462109e-798f-4bb4-bd6b-f1425f92bf6a,RC,3
304,"('046a6bae-1f61-4bcd-ac73-ba7610f080ae', 'W1', 0)",0.0,046a6bae-1f61-4bcd-ac73-ba7610f080ae,W1,0
305,"('046a6bae-1f61-4bcd-ac73-ba7610f080ae', 'W1', 1)",0.0,046a6bae-1f61-4bcd-ac73-ba7610f080ae,W1,1
306,"('046a6bae-1f61-4bcd-ac73-ba7610f080ae', 'W1', 2)",0.0,046a6bae-1f61-4bcd-ac73-ba7610f080ae,W1,2
307,"('046a6bae-1f61-4bcd-ac73-ba7610f080ae', 'W1', 3)",1.0,046a6bae-1f61-4bcd-ac73-ba7610f080ae,W1,3
308,"('046d9093-5a04-4623-8e2d-708a2c7f52a5', 'W2', 0)",1.0,046d9093-5a04-4623-8e2d-708a2c7f52a5,W2,0
309,"('046d9093-5a04-4623-8e2d-708a2c7f52a5', 'W2', 1)",0.0,046d9093-5a04-4623-8e2d-708a2c7f52a5,W2,1
310,"('046d9093-5a04-4623-8e2d-708a2c7f52a5', 'W2', 2)",0.0,046d9093-5a04-4623-8e2d-708a2c7f52a5,W2,2
311,"('046d9093-5a04-4623-8e2d-708a2c7f52a5', 'W2', 3)",0.0,046d9093-5a04-4623-8e2d-708a2c7f52a5,W2,3
312,"('046e76c1-258c-409c-a366-7a23cb88d93b', 'W2', 0)",1.0,046e76c1-258c-409c-a366-7a23cb88d93b,W2,0
313,"('046e76c1-258c-409c-a366-7a23cb88d93b', 'W2', 1)",0.0,046e76c1-258c-409c-a366-7a23cb88d93b,W2,1
314,"('046e76c1-258c-409c-a366-7a23cb88d93b', 'W2', 2)",0.0,046e76c1-258c-409c-a366-7a23cb88d93b,W2,2
315,"('046e76c1-258c-409c-a366-7a23cb88d93b', 'W2', 3)",0.0,046e76c1-258c-409c-a366-7a23cb88d93b,W2,3
316,"('0479fcb7-b106-4acc-b91b-50e12168fe3a', 'W1', 0)",0.0,0479fcb7-b106-4acc-b91b-50e12168fe3a,W1,0
317,"('0479fcb7-b106-4acc-b91b-50e12168fe3a', 'W1', 1)",0.0,0479fcb7-b106-4acc-b91b-50e12168fe3a,W1,1
318,"('0479fcb7-b106-4acc-b91b-50e12168fe3a', 'W1', 2)",0.0,0479fcb7-b106-4acc-b91b-50e12168fe3a,W1,2
319,"('0479fcb7-b106-4acc-b91b-50e12168fe3a', 'W1', 3)",1.0,0479fcb7-b106-4acc-b91b-50e12168fe3a,W1,3
320,"('047dd9ad-8276-490e-89d8-e78b9939187c', 'W1', 0)",1.0,047dd9ad-8276-490e-89d8-e78b9939187c,W1,0
321,"('047dd9ad-8276-490e-89d8-e78b9939187c', 'W1', 1)",0.0,047dd9ad-8276-490e-89d8-e78b9939187c,W1,1
322,"('047dd9ad-8276-490e-89d8-e78b9939187c', 'W1', 2)",0.0,047dd9ad-8276-490e-89d8-e78b9939187c,W1,2
323,"('047dd9ad-8276-490e-89d8-e78b9939187c', 'W1', 3)",0.0,047dd9ad-8276-490e-89d8-e78b9939187c,W1,3
324,"('047df953-e639-4f3b-8050-0327dd0e9907', 'W2', 0)",0.0,047df953-e639-4f3b-8050-0327dd0e9907,W2,0
325,"('047df953-e639-4f3b-8050-0327dd0e9907', 'W2', 1)",0.0,047df953-e639-4f3b-8050-0327dd0e9907,W2,1
326,"('047df953-e639-4f3b-8050-0327dd0e9907', 'W2', 2)",0.0,047df953-e639-4f3b-8050-0327dd0e9907,W2,2
327,"('047df953-e639-4f3b-8050-0327dd0e9907', 'W2', 3)",1.0,047df953-e639-4f3b-8050-0327dd0e9907,W2,3
328,"('04819c03-9e77-4a0e-96b7-5f9ef5067351', 'W1', 0)",0.0,04819c03-9e77-4a0e-96b7-5f9ef5067351,W1,0
329,"('04819c03-9e77-4a0e-96b7-5f9ef5067351', 'W1', 1)",0.0,04819c03-9e77-4a0e-96b7-5f9ef5067351,W1,1
330,"('04819c03-9e77-4a0e-96b7-5f9ef5067351', 'W1', 2)",1.0,04819c03-9e77-4a0e-96b7-5f9ef5067351,W1,2
331,"('04819c03-9e77-4a0e-96b7-5f9ef5067351', 'W1', 3)",0.0,04819c03-9e77-4a0e-96b7-5f9ef5067351,W1,3
332,"('04928d8a-581b-43a8-a58d-5bf16358fc98', 'RC', 0)",1.0,04928d8a-581b-43a8-a58d-5bf16358fc98,RC,0
333,"('04928d8a-581b-43a8-a58d-5bf16358fc98', 'RC', 1)",0.0,04928d8a-581b-43a8-a58d-5bf16358fc98,RC,1
334,"('04928d8a-581b-43a8-a58d-5bf16358fc98', 'RC', 2)",0.0,04928d8a-581b-43a8-a58d-5bf16358fc98,RC,2
335,"('04928d8a-581b-43a8-a58d-5bf16358fc98', 'RC', 3)",0.0,04928d8a-581b-43a8-a58d-5bf16358fc98,RC,3
336,"('04a6088d-7efa-4e54-842a-e4c403d4205f', 'W1', 0)",0.0,04a6088d-7efa-4e54-842a-e4c403d4205f,W1,0
337,"('04a6088d-7efa-4e54-842a-e4c403d4205f', 'W1', 1)",1.0,04a6088d-7efa-4e54-842a-e4c403d4205f,W1,1
338,"('04a6088d-7efa-4e54-842a-e4c403d4205f', 'W1', 2)",0.0,04a6088d-7efa-4e54-842a-e4c403d4205f,W1,2
339,"('04a6088d-7efa-4e54-842a-e4c403d4205f', 'W1', 3)",0.0,04a6088d-7efa-4e54-842a-e4c403d4205f,W1,3
340,"('04a6581d-4e8c-4899-87e6-2da9835e18f2', 'W1', 0)",0.0,04a6581d-4e8c-4899-87e6-2da9835e18f2,W1,0
341,"('04a6581d-4e8c-4899-87e6-2da9835e18f2', 'W1', 1)",1.0,04a6581d-4e8c-4899-87e6-2da9835e18f2,W1,1
342,"('04a6581d-4e8c-4899-87e6-2da9835e18f2', 'W1', 2)",0.0,04a6581d-4e8c-4899-87e6-2da9835e18f2,W1,2
343,"('04a6581d-4e8c-4899-87e6-2da9835e18f2', 'W1', 3)",0.0,04a6581d-4e8c-4899-87e6-2da9835e18f2,W1,3
344,"('04ba2f8c-ba4b-4c3c-b017-0e34b7cb4b97', 'W2', 0)",1.0,04ba2f8c-ba4b-4c3c-b017-0e34b7cb4b97,W2,0
345,"('04ba2f8c-ba4b-4c3c-b017-0e34b7cb4b97', 'W2', 1)",0.0,04ba2f8c-ba4b-4c3c-b017-0e34b7cb4b97,W2,1
346,"('04ba2f8c-ba4b-4c3c-b017-0e34b7cb4b97', 'W2', 2)",0.0,04ba2f8c-ba4b-4c3c-b017-0e34b7cb4b97,W2,2
347,"('04ba2f8c-ba4b-4c3c-b017-0e34b7cb4b97', 'W2', 3)",0.0,04ba2f8c-ba4b-4c3c-b017-0e34b7cb4b97,W2,3
348,"('04bd45db-e093-4af6-9d05-2bb1daaca111', 'W1', 0)",0.0,04bd45db-e093-4af6-9d05-2bb1daaca111,W1,0
349,"('04bd45db-e093-4af6-9d05-2bb1daaca111', 'W1', 1)",0.0,04bd45db-e093-4af6-9d05-2bb1daaca111,W1,1
350,"('04bd45db-e093-4af6-9d05-2bb1daaca111', 'W1', 2)",1.0,04bd45db-e093-4af6-9d05-2bb1daaca111,W1,2
351,"('04bd45db-e093-4af6-9d05-2bb1daaca111', 'W1', 3)",0.0,04bd45db-e093-4af6-9d05-2bb1daaca111,W1,3
352,"('04c08d9b-beb0-420c-8bca-19222a5e6cc3', 'W1', 0)",1.0,04c08d9b-beb0-420c-8bca-19222a5e6cc3,W1,0
353,"('04c08d9b-beb0-420c-8bca-19222a5e6cc3', 'W1', 1)",0.0,04c08d9b-beb0-420c-8bca-19222a5e6cc3,W1,1
354,"('04c08d9b-beb0-420c-8bca-19222a5e6cc3', 'W1', 2)",0.0,04c08d9b-beb0-420c-8bca-19222a5e6cc3,W1,2
355,"('04c08d9b-beb0-420c-8bca-19222a5e6cc3', 'W1', 3)",0.0,04c08d9b-beb0-420c-8bca-19222a5e6cc3,W1,3
356,"('04cc3229-c643-4e8a-97af-c971e84d5903', 'W2', 0)",0.0,04cc3229-c643-4e8a-97af-c971e84d5903,W2,0
357,"('04cc3229-c643-4e8a-97af-c971e84d5903', 'W2', 1)",1.0,04cc3229-c643-4e8a-97af-c971e84d5903,W2,1
358,"('04cc3229-c643-4e8a-97af-c971e84d5903', 'W2', 2)",0.0,04cc3229-c643-4e8a-97af-c971e84d5903,W2,2
359,"('04cc3229-c643-4e8a-97af-c971e84d5903', 'W2', 3)",0.0,04cc3229-c643-4e8a-97af-c971e84d5903,W2,3
360,"('04e6f838-bdbc-4b3f-85ee-87b318fc2181', 'RC', 0)",1.0,04e6f838-bdbc-4b3f-85ee-87b318fc2181,RC,0
361,"('04e6f838-bdbc-4b3f-85ee-87b318fc2181', 'RC', 1)",0.0,04e6f838-bdbc-4b3f-85ee-87b318fc2181,RC,1
362,"('04e6f838-bdbc-4b3f-85ee-87b318fc2181', 'RC', 2)",0.0,04e6f838-bdbc-4b3f-85ee-87b318fc2181,RC,2
363,"('04e6f838-bdbc-4b3f-85ee-87b318fc2181', 'RC', 3)",0.0,04e6f838-bdbc-4b3f-85ee-87b318fc2181,RC,3
364,"('050589e0-041f-4ac6-83f8-420ac509cdde', 'RC', 0)",1.0,050589e0-041f-4ac6-83f8-420ac509cdde,RC,0
365,"('050589e0-041f-4ac6-83f8-420ac509cdde', 'RC', 1)",0.0,050589e0-041f-4ac6-83f8-420ac509cdde,RC,1
366,"('050589e0-041f-4ac6-83f8-420ac509cdde', 'RC', 2)",0.0,050589e0-041f-4ac6-83f8-420ac509cdde,RC,2
367,"('050589e0-041f-4ac6-83f8-420ac509cdde', 'RC', 3)",0.0,050589e0-041f-4ac6-83f8-420ac509cdde,RC,3
368,"('052b136e-e5e6-4f7e-8a9c-80bc476f317c', 'RC', 0)",1.0,052b136e-e5e6-4f7e-8a9c-80bc476f317c,RC,0
369,"('052b136e-e5e6-4f7e-8a9c-80bc476f317c', 'RC', 1)",0.0,052b136e-e5e6-4f7e-8a9c-80bc476f317c,RC,1
370,"('052b136e-e5e6-4f7e-8a9c-80bc476f317c', 'RC', 2)",0.0,052b136e-e5e6-4f7e-8a9c-80bc476f317c,RC,2
