,Keys,Values,Z,S,K
13263,"('be6298dd-6a7c-41ef-8f3e-f5c406ef00f9', 'W1', 3)",0.0,be6298dd-6a7c-41ef-8f3e-f5c406ef00f9,W1,3
13264,"('be751495-1003-4a9d-8047-d8361a042928', 'RC', 0)",1.0,be751495-1003-4a9d-8047-d8361a042928,RC,0
13265,"('be751495-1003-4a9d-8047-d8361a042928', 'RC', 1)",0.0,be751495-1003-4a9d-8047-d8361a042928,RC,1
13266,"('be751495-1003-4a9d-8047-d8361a042928', 'RC', 2)",0.0,be751495-1003-4a9d-8047-d8361a042928,RC,2
13267,"('be751495-1003-4a9d-8047-d8361a042928', 'RC', 3)",0.0,be751495-1003-4a9d-8047-d8361a042928,RC,3
13268,"('be95bf72-11f2-4d4c-8b39-f86962448f02', 'W1', 0)",0.0,be95bf72-11f2-4d4c-8b39-f86962448f02,W1,0
13269,"('be95bf72-11f2-4d4c-8b39-f86962448f02', 'W1', 1)",0.0,be95bf72-11f2-4d4c-8b39-f86962448f02,W1,1
13270,"('be95bf72-11f2-4d4c-8b39-f86962448f02', 'W1', 2)",0.0,be95bf72-11f2-4d4c-8b39-f86962448f02,W1,2
13271,"('be95bf72-11f2-4d4c-8b39-f86962448f02', 'W1', 3)",1.0,be95bf72-11f2-4d4c-8b39-f86962448f02,W1,3
13272,"('beaee536-b0a1-46da-b7be-37c8377379d3', 'RC', 0)",1.0,beaee536-b0a1-46da-b7be-37c8377379d3,RC,0
13273,"('beaee536-b0a1-46da-b7be-37c8377379d3', 'RC', 1)",0.0,beaee536-b0a1-46da-b7be-37c8377379d3,RC,1
13274,"('beaee536-b0a1-46da-b7be-37c8377379d3', 'RC', 2)",0.0,beaee536-b0a1-46da-b7be-37c8377379d3,RC,2
13275,"('beaee536-b0a1-46da-b7be-37c8377379d3', 'RC', 3)",0.0,beaee536-b0a1-46da-b7be-37c8377379d3,RC,3
13276,"('beb96f8b-cdd3-4a46-ab03-7998e1b05690', 'RC', 0)",1.0,beb96f8b-cdd3-4a46-ab03-7998e1b05690,RC,0
13277,"('beb96f8b-cdd3-4a46-ab03-7998e1b05690', 'RC', 1)",0.0,beb96f8b-cdd3-4a46-ab03-7998e1b05690,RC,1
13278,"('beb96f8b-cdd3-4a46-ab03-7998e1b05690', 'RC', 2)",0.0,beb96f8b-cdd3-4a46-ab03-7998e1b05690,RC,2
13279,"('beb96f8b-cdd3-4a46-ab03-7998e1b05690', 'RC', 3)",0.0,beb96f8b-cdd3-4a46-ab03-7998e1b05690,RC,3
13280,"('bec2d8a7-c2e1-4814-9d09-9c45b9395f62', 'W2', 0)",0.0,bec2d8a7-c2e1-4814-9d09-9c45b9395f62,W2,0
13281,"('bec2d8a7-c2e1-4814-9d09-9c45b9395f62', 'W2', 1)",1.0,bec2d8a7-c2e1-4814-9d09-9c45b9395f62,W2,1
13282,"('bec2d8a7-c2e1-4814-9d09-9c45b9395f62', 'W2', 2)",0.0,bec2d8a7-c2e1-4814-9d09-9c45b9395f62,W2,2
13283,"('bec2d8a7-c2e1-4814-9d09-9c45b9395f62', 'W2', 3)",0.0,bec2d8a7-c2e1-4814-9d09-9c45b9395f62,W2,3
13284,"('bec401ef-7942-48cd-b8f0-2472f8aa1a85', 'W1', 0)",0.0,bec401ef-7942-48cd-b8f0-2472f8aa1a85,W1,0
13285,"('bec401ef-7942-48cd-b8f0-2472f8aa1a85', 'W1', 1)",0.0,bec401ef-7942-48cd-b8f0-2472f8aa1a85,W1,1
13286,"('bec401ef-7942-48cd-b8f0-2472f8aa1a85', 'W1', 2)",0.0,bec401ef-7942-48cd-b8f0-2472f8aa1a85,W1,2
13287,"('bec401ef-7942-48cd-b8f0-2472f8aa1a85', 'W1', 3)",1.0,bec401ef-7942-48cd-b8f0-2472f8aa1a85,W1,3
13288,"('bec58c2e-0f64-4955-812a-bac31ab649bd', 'RC', 0)",0.0,bec58c2e-0f64-4955-812a-bac31ab649bd,RC,0
13289,"('bec58c2e-0f64-4955-812a-bac31ab649bd', 'RC', 1)",1.0,bec58c2e-0f64-4955-812a-bac31ab649bd,RC,1
13290,"('bec58c2e-0f64-4955-812a-bac31ab649bd', 'RC', 2)",0.0,bec58c2e-0f64-4955-812a-bac31ab649bd,RC,2
13291,"('bec58c2e-0f64-4955-812a-bac31ab649bd', 'RC', 3)",0.0,bec58c2e-0f64-4955-812a-bac31ab649bd,RC,3
13292,"('bed74339-3514-4dfe-8c75-6788b32fc667', 'RC', 0)",1.0,bed74339-3514-4dfe-8c75-6788b32fc667,RC,0
13293,"('bed74339-3514-4dfe-8c75-6788b32fc667', 'RC', 1)",0.0,bed74339-3514-4dfe-8c75-6788b32fc667,RC,1
13294,"('bed74339-3514-4dfe-8c75-6788b32fc667', 'RC', 2)",0.0,bed74339-3514-4dfe-8c75-6788b32fc667,RC,2
13295,"('bed74339-3514-4dfe-8c75-6788b32fc667', 'RC', 3)",0.0,bed74339-3514-4dfe-8c75-6788b32fc667,RC,3
13296,"('bedb06b8-d899-4717-9c72-bed2e506cd5b', 'W2', 0)",0.0,bedb06b8-d899-4717-9c72-bed2e506cd5b,W2,0
13297,"('bedb06b8-d899-4717-9c72-bed2e506cd5b', 'W2', 1)",0.0,bedb06b8-d899-4717-9c72-bed2e506cd5b,W2,1
13298,"('bedb06b8-d899-4717-9c72-bed2e506cd5b', 'W2', 2)",0.0,bedb06b8-d899-4717-9c72-bed2e506cd5b,W2,2
13299,"('bedb06b8-d899-4717-9c72-bed2e506cd5b', 'W2', 3)",1.0,bedb06b8-d899-4717-9c72-bed2e506cd5b,W2,3
13300,"('bee01b50-45b3-4ff6-98a9-254a7e014dee', 'RC', 0)",1.0,bee01b50-45b3-4ff6-98a9-254a7e014dee,RC,0
13301,"('bee01b50-45b3-4ff6-98a9-254a7e014dee', 'RC', 1)",0.0,bee01b50-45b3-4ff6-98a9-254a7e014dee,RC,1
13302,"('bee01b50-45b3-4ff6-98a9-254a7e014dee', 'RC', 2)",0.0,bee01b50-45b3-4ff6-98a9-254a7e014dee,RC,2
13303,"('bee01b50-45b3-4ff6-98a9-254a7e014dee', 'RC', 3)",0.0,bee01b50-45b3-4ff6-98a9-254a7e014dee,RC,3
13304,"('bef4470f-fd8b-45ff-8298-201b53ddf438', 'W1', 0)",0.0,bef4470f-fd8b-45ff-8298-201b53ddf438,W1,0
13305,"('bef4470f-fd8b-45ff-8298-201b53ddf438', 'W1', 1)",0.0,bef4470f-fd8b-45ff-8298-201b53ddf438,W1,1
13306,"('bef4470f-fd8b-45ff-8298-201b53ddf438', 'W1', 2)",0.0,bef4470f-fd8b-45ff-8298-201b53ddf438,W1,2
13307,"('bef4470f-fd8b-45ff-8298-201b53ddf438', 'W1', 3)",1.0,bef4470f-fd8b-45ff-8298-201b53ddf438,W1,3
13308,"('bf1b8f3c-ec69-4bbe-94ff-9e8db7c743af', 'RC', 0)",1.0,bf1b8f3c-ec69-4bbe-94ff-9e8db7c743af,RC,0
13309,"('bf1b8f3c-ec69-4bbe-94ff-9e8db7c743af', 'RC', 1)",0.0,bf1b8f3c-ec69-4bbe-94ff-9e8db7c743af,RC,1
13310,"('bf1b8f3c-ec69-4bbe-94ff-9e8db7c743af', 'RC', 2)",0.0,bf1b8f3c-ec69-4bbe-94ff-9e8db7c743af,RC,2
13311,"('bf1b8f3c-ec69-4bbe-94ff-9e8db7c743af', 'RC', 3)",0.0,bf1b8f3c-ec69-4bbe-94ff-9e8db7c743af,RC,3
13312,"('bf1bcbf7-34b7-4f07-a2c3-33d80fc44edd', 'RC', 0)",1.0,bf1bcbf7-34b7-4f07-a2c3-33d80fc44edd,RC,0
13313,"('bf1bcbf7-34b7-4f07-a2c3-33d80fc44edd', 'RC', 1)",0.0,bf1bcbf7-34b7-4f07-a2c3-33d80fc44edd,RC,1
13314,"('bf1bcbf7-34b7-4f07-a2c3-33d80fc44edd', 'RC', 2)",0.0,bf1bcbf7-34b7-4f07-a2c3-33d80fc44edd,RC,2
13315,"('bf1bcbf7-34b7-4f07-a2c3-33d80fc44edd', 'RC', 3)",0.0,bf1bcbf7-34b7-4f07-a2c3-33d80fc44edd,RC,3
13316,"('bf32e696-641b-44cf-8296-9461c7a03a94', 'W2', 0)",1.0,bf32e696-641b-44cf-8296-9461c7a03a94,W2,0
13317,"('bf32e696-641b-44cf-8296-9461c7a03a94', 'W2', 1)",0.0,bf32e696-641b-44cf-8296-9461c7a03a94,W2,1
13318,"('bf32e696-641b-44cf-8296-9461c7a03a94', 'W2', 2)",0.0,bf32e696-641b-44cf-8296-9461c7a03a94,W2,2
13319,"('bf32e696-641b-44cf-8296-9461c7a03a94', 'W2', 3)",0.0,bf32e696-641b-44cf-8296-9461c7a03a94,W2,3
13320,"('bf3cd5f8-fc9a-4d72-a4c1-50ac67469bc5', 'W1', 0)",1.0,bf3cd5f8-fc9a-4d72-a4c1-50ac67469bc5,W1,0
13321,"('bf3cd5f8-fc9a-4d72-a4c1-50ac67469bc5', 'W1', 1)",0.0,bf3cd5f8-fc9a-4d72-a4c1-50ac67469bc5,W1,1
13322,"('bf3cd5f8-fc9a-4d72-a4c1-50ac67469bc5', 'W1', 2)",0.0,bf3cd5f8-fc9a-4d72-a4c1-50ac67469bc5,W1,2
13323,"('bf3cd5f8-fc9a-4d72-a4c1-50ac67469bc5', 'W1', 3)",0.0,bf3cd5f8-fc9a-4d72-a4c1-50ac67469bc5,W1,3
13324,"('bf3e84c9-0598-4c03-97d9-21bda482ffc8', 'RC', 0)",1.0,bf3e84c9-0598-4c03-97d9-21bda482ffc8,RC,0
13325,"('bf3e84c9-0598-4c03-97d9-21bda482ffc8', 'RC', 1)",0.0,bf3e84c9-0598-4c03-97d9-21bda482ffc8,RC,1
13326,"('bf3e84c9-0598-4c03-97d9-21bda482ffc8', 'RC', 2)",0.0,bf3e84c9-0598-4c03-97d9-21bda482ffc8,RC,2
13327,"('bf3e84c9-0598-4c03-97d9-21bda482ffc8', 'RC', 3)",0.0,bf3e84c9-0598-4c03-97d9-21bda482ffc8,RC,3
13328,"('bf795d01-933f-41dc-a7b9-77b25b8388bb', 'W2', 0)",1.0,bf795d01-933f-41dc-a7b9-77b25b8388bb,W2,0
13329,"('bf795d01-933f-41dc-a7b9-77b25b8388bb', 'W2', 1)",0.0,bf795d01-933f-41dc-a7b9-77b25b8388bb,W2,1
13330,"('bf795d01-933f-41dc-a7b9-77b25b8388bb', 'W2', 2)",0.0,bf795d01-933f-41dc-a7b9-77b25b8388bb,W2,2
13331,"('bf795d01-933f-41dc-a7b9-77b25b8388bb', 'W2', 3)",0.0,bf795d01-933f-41dc-a7b9-77b25b8388bb,W2,3
13332,"('bf90c48a-e0a8-42c8-a412-aa96b8ebb5a3', 'W1', 0)",1.0,bf90c48a-e0a8-42c8-a412-aa96b8ebb5a3,W1,0
13333,"('bf90c48a-e0a8-42c8-a412-aa96b8ebb5a3', 'W1', 1)",0.0,bf90c48a-e0a8-42c8-a412-aa96b8ebb5a3,W1,1
13334,"('bf90c48a-e0a8-42c8-a412-aa96b8ebb5a3', 'W1', 2)",0.0,bf90c48a-e0a8-42c8-a412-aa96b8ebb5a3,W1,2
13335,"('bf90c48a-e0a8-42c8-a412-aa96b8ebb5a3', 'W1', 3)",0.0,bf90c48a-e0a8-42c8-a412-aa96b8ebb5a3,W1,3
13336,"('bf912fcc-baf5-4869-9d2d-c93d8f73e583', 'W2', 0)",0.0,bf912fcc-baf5-4869-9d2d-c93d8f73e583,W2,0
13337,"('bf912fcc-baf5-4869-9d2d-c93d8f73e583', 'W2', 1)",1.0,bf912fcc-baf5-4869-9d2d-c93d8f73e583,W2,1
13338,"('bf912fcc-baf5-4869-9d2d-c93d8f73e583', 'W2', 2)",0.0,bf912fcc-baf5-4869-9d2d-c93d8f73e583,W2,2
13339,"('bf912fcc-baf5-4869-9d2d-c93d8f73e583', 'W2', 3)",0.0,bf912fcc-baf5-4869-9d2d-c93d8f73e583,W2,3
13340,"('bfbb2709-6b35-467d-a043-68ff61a38e1e', 'W1', 0)",0.0,bfbb2709-6b35-467d-a043-68ff61a38e1e,W1,0
13341,"('bfbb2709-6b35-467d-a043-68ff61a38e1e', 'W1', 1)",1.0,bfbb2709-6b35-467d-a043-68ff61a38e1e,W1,1
13342,"('bfbb2709-6b35-467d-a043-68ff61a38e1e', 'W1', 2)",0.0,bfbb2709-6b35-467d-a043-68ff61a38e1e,W1,2
13343,"('bfbb2709-6b35-467d-a043-68ff61a38e1e', 'W1', 3)",0.0,bfbb2709-6b35-467d-a043-68ff61a38e1e,W1,3
13344,"('bfd43128-8adc-441e-b602-ea909e686f62', 'W1', 0)",0.0,bfd43128-8adc-441e-b602-ea909e686f62,W1,0
13345,"('bfd43128-8adc-441e-b602-ea909e686f62', 'W1', 1)",0.0,bfd43128-8adc-441e-b602-ea909e686f62,W1,1
13346,"('bfd43128-8adc-441e-b602-ea909e686f62', 'W1', 2)",0.0,bfd43128-8adc-441e-b602-ea909e686f62,W1,2
13347,"('bfd43128-8adc-441e-b602-ea909e686f62', 'W1', 3)",1.0,bfd43128-8adc-441e-b602-ea909e686f62,W1,3
13348,"('bfd7ffe5-ab33-4145-995b-4c5f6c17d2fe', 'RC', 0)",1.0,bfd7ffe5-ab33-4145-995b-4c5f6c17d2fe,RC,0
13349,"('bfd7ffe5-ab33-4145-995b-4c5f6c17d2fe', 'RC', 1)",0.0,bfd7ffe5-ab33-4145-995b-4c5f6c17d2fe,RC,1
13350,"('bfd7ffe5-ab33-4145-995b-4c5f6c17d2fe', 'RC', 2)",0.0,bfd7ffe5-ab33-4145-995b-4c5f6c17d2fe,RC,2
13351,"('bfd7ffe5-ab33-4145-995b-4c5f6c17d2fe', 'RC', 3)",0.0,bfd7ffe5-ab33-4145-995b-4c5f6c17d2fe,RC,3
13352,"('c02d5e0e-83ec-4e93-bc47-ba1c85676038', 'W1', 0)",0.0,c02d5e0e-83ec-4e93-bc47-ba1c85676038,W1,0
13353,"('c02d5e0e-83ec-4e93-bc47-ba1c85676038', 'W1', 1)",0.0,c02d5e0e-83ec-4e93-bc47-ba1c85676038,W1,1
13354,"('c02d5e0e-83ec-4e93-bc47-ba1c85676038', 'W1', 2)",1.0,c02d5e0e-83ec-4e93-bc47-ba1c85676038,W1,2
13355,"('c02d5e0e-83ec-4e93-bc47-ba1c85676038', 'W1', 3)",0.0,c02d5e0e-83ec-4e93-bc47-ba1c85676038,W1,3
13356,"('c04f6790-1cf7-4269-a759-c4e5a38ffd37', 'W2', 0)",1.0,c04f6790-1cf7-4269-a759-c4e5a38ffd37,W2,0
13357,"('c04f6790-1cf7-4269-a759-c4e5a38ffd37', 'W2', 1)",0.0,c04f6790-1cf7-4269-a759-c4e5a38ffd37,W2,1
13358,"('c04f6790-1cf7-4269-a759-c4e5a38ffd37', 'W2', 2)",0.0,c04f6790-1cf7-4269-a759-c4e5a38ffd37,W2,2
13359,"('c04f6790-1cf7-4269-a759-c4e5a38ffd37', 'W2', 3)",0.0,c04f6790-1cf7-4269-a759-c4e5a38ffd37,W2,3
13360,"('c072109a-1593-4baa-abc5-f74eea7f279f', 'W1', 0)",0.0,c072109a-1593-4baa-abc5-f74eea7f279f,W1,0
13361,"('c072109a-1593-4baa-abc5-f74eea7f279f', 'W1', 1)",1.0,c072109a-1593-4baa-abc5-f74eea7f279f,W1,1
13362,"('c072109a-1593-4baa-abc5-f74eea7f279f', 'W1', 2)",0.0,c072109a-1593-4baa-abc5-f74eea7f279f,W1,2
13363,"('c072109a-1593-4baa-abc5-f74eea7f279f', 'W1', 3)",0.0,c072109a-1593-4baa-abc5-f74eea7f279f,W1,3
13364,"('c07c86eb-c297-4694-a514-f300f51c831b', 'W1', 0)",0.0,c07c86eb-c297-4694-a514-f300f51c831b,W1,0
13365,"('c07c86eb-c297-4694-a514-f300f51c831b', 'W1', 1)",1.0,c07c86eb-c297-4694-a514-f300f51c831b,W1,1
13366,"('c07c86eb-c297-4694-a514-f300f51c831b', 'W1', 2)",0.0,c07c86eb-c297-4694-a514-f300f51c831b,W1,2
13367,"('c07c86eb-c297-4694-a514-f300f51c831b', 'W1', 3)",0.0,c07c86eb-c297-4694-a514-f300f51c831b,W1,3
13368,"('c0844311-c6a0-4ac5-9f1a-18b881f61f48', 'W1', 0)",0.0,c0844311-c6a0-4ac5-9f1a-18b881f61f48,W1,0
13369,"('c0844311-c6a0-4ac5-9f1a-18b881f61f48', 'W1', 1)",0.0,c0844311-c6a0-4ac5-9f1a-18b881f61f48,W1,1
13370,"('c0844311-c6a0-4ac5-9f1a-18b881f61f48', 'W1', 2)",1.0,c0844311-c6a0-4ac5-9f1a-18b881f61f48,W1,2
13371,"('c0844311-c6a0-4ac5-9f1a-18b881f61f48', 'W1', 3)",0.0,c0844311-c6a0-4ac5-9f1a-18b881f61f48,W1,3
13372,"('c08980e8-5905-4e2b-b049-f6c5cc2185c8', 'W1', 0)",0.0,c08980e8-5905-4e2b-b049-f6c5cc2185c8,W1,0
13373,"('c08980e8-5905-4e2b-b049-f6c5cc2185c8', 'W1', 1)",0.0,c08980e8-5905-4e2b-b049-f6c5cc2185c8,W1,1
13374,"('c08980e8-5905-4e2b-b049-f6c5cc2185c8', 'W1', 2)",0.0,c08980e8-5905-4e2b-b049-f6c5cc2185c8,W1,2
13375,"('c08980e8-5905-4e2b-b049-f6c5cc2185c8', 'W1', 3)",1.0,c08980e8-5905-4e2b-b049-f6c5cc2185c8,W1,3
13376,"('c093609b-1874-42a3-986c-c5f7b609da83', 'W1', 0)",0.0,c093609b-1874-42a3-986c-c5f7b609da83,W1,0
13377,"('c093609b-1874-42a3-986c-c5f7b609da83', 'W1', 1)",1.0,c093609b-1874-42a3-986c-c5f7b609da83,W1,1
13378,"('c093609b-1874-42a3-986c-c5f7b609da83', 'W1', 2)",0.0,c093609b-1874-42a3-986c-c5f7b609da83,W1,2
13379,"('c093609b-1874-42a3-986c-c5f7b609da83', 'W1', 3)",0.0,c093609b-1874-42a3-986c-c5f7b609da83,W1,3
13380,"('c0cae84d-7593-4109-9ec6-1f8ef9721673', 'W1', 0)",0.0,c0cae84d-7593-4109-9ec6-1f8ef9721673,W1,0
13381,"('c0cae84d-7593-4109-9ec6-1f8ef9721673', 'W1', 1)",0.0,c0cae84d-7593-4109-9ec6-1f8ef9721673,W1,1
13382,"('c0cae84d-7593-4109-9ec6-1f8ef9721673', 'W1', 2)",0.0,c0cae84d-7593-4109-9ec6-1f8ef9721673,W1,2
13383,"('c0cae84d-7593-4109-9ec6-1f8ef9721673', 'W1', 3)",1.0,c0cae84d-7593-4109-9ec6-1f8ef9721673,W1,3
13384,"('c0d2802f-0e53-4dc6-a775-235346421041', 'W1', 0)",1.0,c0d2802f-0e53-4dc6-a775-235346421041,W1,0
13385,"('c0d2802f-0e53-4dc6-a775-235346421041', 'W1', 1)",0.0,c0d2802f-0e53-4dc6-a775-235346421041,W1,1
13386,"('c0d2802f-0e53-4dc6-a775-235346421041', 'W1', 2)",0.0,c0d2802f-0e53-4dc6-a775-235346421041,W1,2
13387,"('c0d2802f-0e53-4dc6-a775-235346421041', 'W1', 3)",0.0,c0d2802f-0e53-4dc6-a775-235346421041,W1,3
13388,"('c0e12ebb-9097-4d75-b91b-2c5687394308', 'W2', 0)",1.0,c0e12ebb-9097-4d75-b91b-2c5687394308,W2,0
13389,"('c0e12ebb-9097-4d75-b91b-2c5687394308', 'W2', 1)",0.0,c0e12ebb-9097-4d75-b91b-2c5687394308,W2,1
13390,"('c0e12ebb-9097-4d75-b91b-2c5687394308', 'W2', 2)",0.0,c0e12ebb-9097-4d75-b91b-2c5687394308,W2,2
13391,"('c0e12ebb-9097-4d75-b91b-2c5687394308', 'W2', 3)",0.0,c0e12ebb-9097-4d75-b91b-2c5687394308,W2,3
13392,"('c1007b72-b709-4934-9848-d270f5f4780e', 'W1', 0)",0.0,c1007b72-b709-4934-9848-d270f5f4780e,W1,0
13393,"('c1007b72-b709-4934-9848-d270f5f4780e', 'W1', 1)",0.0,c1007b72-b709-4934-9848-d270f5f4780e,W1,1
13394,"('c1007b72-b709-4934-9848-d270f5f4780e', 'W1', 2)",0.0,c1007b72-b709-4934-9848-d270f5f4780e,W1,2
13395,"('c1007b72-b709-4934-9848-d270f5f4780e', 'W1', 3)",1.0,c1007b72-b709-4934-9848-d270f5f4780e,W1,3
13396,"('c14b1add-6fa5-4ea6-bd27-3eb2f04683b1', 'W1', 0)",1.0,c14b1add-6fa5-4ea6-bd27-3eb2f04683b1,W1,0
13397,"('c14b1add-6fa5-4ea6-bd27-3eb2f04683b1', 'W1', 1)",0.0,c14b1add-6fa5-4ea6-bd27-3eb2f04683b1,W1,1
13398,"('c14b1add-6fa5-4ea6-bd27-3eb2f04683b1', 'W1', 2)",0.0,c14b1add-6fa5-4ea6-bd27-3eb2f04683b1,W1,2
13399,"('c14b1add-6fa5-4ea6-bd27-3eb2f04683b1', 'W1', 3)",0.0,c14b1add-6fa5-4ea6-bd27-3eb2f04683b1,W1,3
13400,"('c153c43f-e527-4c1f-a759-13e11add5cdb', 'W1', 0)",1.0,c153c43f-e527-4c1f-a759-13e11add5cdb,W1,0
13401,"('c153c43f-e527-4c1f-a759-13e11add5cdb', 'W1', 1)",0.0,c153c43f-e527-4c1f-a759-13e11add5cdb,W1,1
13402,"('c153c43f-e527-4c1f-a759-13e11add5cdb', 'W1', 2)",0.0,c153c43f-e527-4c1f-a759-13e11add5cdb,W1,2
13403,"('c153c43f-e527-4c1f-a759-13e11add5cdb', 'W1', 3)",0.0,c153c43f-e527-4c1f-a759-13e11add5cdb,W1,3
13404,"('c15698f5-21b2-47b7-a4a8-7b52678c2fc2', 'W1', 0)",1.0,c15698f5-21b2-47b7-a4a8-7b52678c2fc2,W1,0
13405,"('c15698f5-21b2-47b7-a4a8-7b52678c2fc2', 'W1', 1)",0.0,c15698f5-21b2-47b7-a4a8-7b52678c2fc2,W1,1
13406,"('c15698f5-21b2-47b7-a4a8-7b52678c2fc2', 'W1', 2)",0.0,c15698f5-21b2-47b7-a4a8-7b52678c2fc2,W1,2
13407,"('c15698f5-21b2-47b7-a4a8-7b52678c2fc2', 'W1', 3)",0.0,c15698f5-21b2-47b7-a4a8-7b52678c2fc2,W1,3
13408,"('c1657178-0421-4ecd-80b8-538ece692fa7', 'W2', 0)",1.0,c1657178-0421-4ecd-80b8-538ece692fa7,W2,0
13409,"('c1657178-0421-4ecd-80b8-538ece692fa7', 'W2', 1)",0.0,c1657178-0421-4ecd-80b8-538ece692fa7,W2,1
13410,"('c1657178-0421-4ecd-80b8-538ece692fa7', 'W2', 2)",0.0,c1657178-0421-4ecd-80b8-538ece692fa7,W2,2
13411,"('c1657178-0421-4ecd-80b8-538ece692fa7', 'W2', 3)",0.0,c1657178-0421-4ecd-80b8-538ece692fa7,W2,3
13412,"('c178dc70-aa1a-458d-b7a7-e2bc1438a46c', 'RC', 0)",1.0,c178dc70-aa1a-458d-b7a7-e2bc1438a46c,RC,0
13413,"('c178dc70-aa1a-458d-b7a7-e2bc1438a46c', 'RC', 1)",0.0,c178dc70-aa1a-458d-b7a7-e2bc1438a46c,RC,1
13414,"('c178dc70-aa1a-458d-b7a7-e2bc1438a46c', 'RC', 2)",0.0,c178dc70-aa1a-458d-b7a7-e2bc1438a46c,RC,2
13415,"('c178dc70-aa1a-458d-b7a7-e2bc1438a46c', 'RC', 3)",0.0,c178dc70-aa1a-458d-b7a7-e2bc1438a46c,RC,3
13416,"('c17c6858-3e7a-440c-9d70-9b363da47c23', 'RC', 0)",1.0,c17c6858-3e7a-440c-9d70-9b363da47c23,RC,0
13417,"('c17c6858-3e7a-440c-9d70-9b363da47c23', 'RC', 1)",0.0,c17c6858-3e7a-440c-9d70-9b363da47c23,RC,1
13418,"('c17c6858-3e7a-440c-9d70-9b363da47c23', 'RC', 2)",0.0,c17c6858-3e7a-440c-9d70-9b363da47c23,RC,2
13419,"('c17c6858-3e7a-440c-9d70-9b363da47c23', 'RC', 3)",0.0,c17c6858-3e7a-440c-9d70-9b363da47c23,RC,3
13420,"('c182485b-f483-4855-8dce-ccbe71ba52ae', 'W1', 0)",0.0,c182485b-f483-4855-8dce-ccbe71ba52ae,W1,0
13421,"('c182485b-f483-4855-8dce-ccbe71ba52ae', 'W1', 1)",1.0,c182485b-f483-4855-8dce-ccbe71ba52ae,W1,1
13422,"('c182485b-f483-4855-8dce-ccbe71ba52ae', 'W1', 2)",0.0,c182485b-f483-4855-8dce-ccbe71ba52ae,W1,2
13423,"('c182485b-f483-4855-8dce-ccbe71ba52ae', 'W1', 3)",0.0,c182485b-f483-4855-8dce-ccbe71ba52ae,W1,3
13424,"('c1855b70-7592-4b32-8a83-3cd78d15abfe', 'W2', 0)",1.0,c1855b70-7592-4b32-8a83-3cd78d15abfe,W2,0
13425,"('c1855b70-7592-4b32-8a83-3cd78d15abfe', 'W2', 1)",0.0,c1855b70-7592-4b32-8a83-3cd78d15abfe,W2,1
13426,"('c1855b70-7592-4b32-8a83-3cd78d15abfe', 'W2', 2)",0.0,c1855b70-7592-4b32-8a83-3cd78d15abfe,W2,2
13427,"('c1855b70-7592-4b32-8a83-3cd78d15abfe', 'W2', 3)",0.0,c1855b70-7592-4b32-8a83-3cd78d15abfe,W2,3
13428,"('c187549d-5426-4bf7-9b52-04b899ab6ab3', 'W2', 0)",1.0,c187549d-5426-4bf7-9b52-04b899ab6ab3,W2,0
13429,"('c187549d-5426-4bf7-9b52-04b899ab6ab3', 'W2', 1)",0.0,c187549d-5426-4bf7-9b52-04b899ab6ab3,W2,1
13430,"('c187549d-5426-4bf7-9b52-04b899ab6ab3', 'W2', 2)",0.0,c187549d-5426-4bf7-9b52-04b899ab6ab3,W2,2
13431,"('c187549d-5426-4bf7-9b52-04b899ab6ab3', 'W2', 3)",0.0,c187549d-5426-4bf7-9b52-04b899ab6ab3,W2,3
13432,"('c1899759-3d38-469f-a7e0-4a282af46bca', 'RC', 0)",1.0,c1899759-3d38-469f-a7e0-4a282af46bca,RC,0
13433,"('c1899759-3d38-469f-a7e0-4a282af46bca', 'RC', 1)",0.0,c1899759-3d38-469f-a7e0-4a282af46bca,RC,1
13434,"('c1899759-3d38-469f-a7e0-4a282af46bca', 'RC', 2)",0.0,c1899759-3d38-469f-a7e0-4a282af46bca,RC,2
13435,"('c1899759-3d38-469f-a7e0-4a282af46bca', 'RC', 3)",0.0,c1899759-3d38-469f-a7e0-4a282af46bca,RC,3
13436,"('c18b0bfe-ab3f-4163-8b81-9a88328d1ba7', 'RC', 0)",1.0,c18b0bfe-ab3f-4163-8b81-9a88328d1ba7,RC,0
13437,"('c18b0bfe-ab3f-4163-8b81-9a88328d1ba7', 'RC', 1)",0.0,c18b0bfe-ab3f-4163-8b81-9a88328d1ba7,RC,1
13438,"('c18b0bfe-ab3f-4163-8b81-9a88328d1ba7', 'RC', 2)",0.0,c18b0bfe-ab3f-4163-8b81-9a88328d1ba7,RC,2
13439,"('c18b0bfe-ab3f-4163-8b81-9a88328d1ba7', 'RC', 3)",0.0,c18b0bfe-ab3f-4163-8b81-9a88328d1ba7,RC,3
13440,"('c1bcaaaf-7353-48f1-9301-68ba4a7dea1d', 'W2', 0)",0.0,c1bcaaaf-7353-48f1-9301-68ba4a7dea1d,W2,0
13441,"('c1bcaaaf-7353-48f1-9301-68ba4a7dea1d', 'W2', 1)",0.0,c1bcaaaf-7353-48f1-9301-68ba4a7dea1d,W2,1
13442,"('c1bcaaaf-7353-48f1-9301-68ba4a7dea1d', 'W2', 2)",1.0,c1bcaaaf-7353-48f1-9301-68ba4a7dea1d,W2,2
13443,"('c1bcaaaf-7353-48f1-9301-68ba4a7dea1d', 'W2', 3)",0.0,c1bcaaaf-7353-48f1-9301-68ba4a7dea1d,W2,3
